암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDQjJDgz,365류내과의원,의원,부산광역시,부산진구,"부산광역시 부산진구 중앙대로 907, 4~6층 (양정동)",내과,2024-08-28
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,365류마고내과의원,의원,서울특별시,광진구,"서울특별시 광진구 광나루로56길 63, 프라임프라자 501~503호 (구의동)",내과,2010-02-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,365리셋의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 권광로 163, 보성빌딩 5층 (인계동)",일반의,2023-05-15
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjODEjJDEjJDYjJDgz,365마디척한의원,한의원,광주광역시,남구,"광주광역시 남구 서문대로 381, 3층 301호, 4층 401호 (임암동)",한방,2020-01-23
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,365마디척한의원,한의원,전라남도,나주시,"전라남도 나주시 우정로 106, B동 113호 (빛가람동)",한방,2023-11-10
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,365마디척한의원,한의원,경기도,구리시,"경기도 구리시 경춘로 229, 2층 (인창동, 쌍용타워)",한방,2009-04-13
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,365마디척한의원추의원,의원,부산광역시,수영구,"부산광역시 수영구 수영로 699, 수영동 디온 플레이스 5층 (수영동)",일반의,2025-04-03
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjNjEjJDEjJDAjJDgz,365마디척한의원추의원,한의원,부산광역시,수영구,"부산광역시 수영구 수영로 699, 수영동 디온 플레이스 5층 (수영동)",한방,2025-04-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz,365마디팔팔의원,의원,인천광역시,서구,"인천광역시 서구 이음1로 383, 세중시그니쳐 607~611호 (원당동)",일반의,2025-02-27
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,365마리나약국,약국,인천광역시,연수구,"인천광역시 연수구 랜드마크로 110, 근린생활시설1동 115호 (송도동, 송도 오션파크 베르디움)",해당사항없음,2024-05-21
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzMxIyQyIyQzIyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,365마미베베한의원,한의원,경기도,김포시,"경기도 김포시 김포한강1로 247, 김포운양헤리움타운 2,3층 207,307호 (운양동)",한방,2016-05-17
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,365마음약국,약국,경기도,파주시,"경기도 파주시 숲속노을로 128, 서래메디컬프라자 111, 112호 (동패동)",해당사항없음,2025-08-21
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,365마트약국,약국,서울특별시,영등포구,"서울특별시 영등포구 영중로 125, 롯데마트 1층 (영등포동8가)",해당사항없음,2022-01-03
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,365맑은성모의원,의원,경기도,고양시 덕양구,"경기도 고양시 덕양구 토당로 115, 2층 211호 (토당동, 금호프라자)",일반의,2015-05-29
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,365맑은속내과의원,의원,부산광역시,금정구,"부산광역시 금정구 서동로 170, 2층 (서동)",내과,2025-04-28
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,365매일약국,약국,서울특별시,동대문구,"서울특별시 동대문구 천호대로 301, 답십리역 지웰에스테이트 1층 103호 (답십리동)",해당사항없음,2025-05-12
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,365매일약국,약국,경상남도,양산시,"경상남도 양산시 물금읍 백호로 92, A동 1층 107호",해당사항없음,2022-04-19
JDQ4MTYyMiM4MSMkMSMkOCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,365매일약국,약국,제주특별자치도,제주시,제주특별자치도 제주시 일주동로 227 (화북일동),해당사항없음,2015-06-01
JDU4MTI3MSM2MSMkMSMkMiMkMDMkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,365매일약국,약국,인천광역시,서구,"인천광역시 서구 이음3로 145, 104호 (당하동)",해당사항없음,2025-02-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,365매일열린의원,의원,경기도,김포시,"경기도 김포시 김포한강9로 109, 2~3층 (구래동)",일반의,2021-01-26
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,365매일한방병원,한방병원,서울특별시,동대문구,"서울특별시 동대문구 천호대로 3, 지하2층, 지상1~2층 (신설동)",한방,2021-06-23
JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,365매일한방병원,한방병원,서울특별시,강북구,"서울특별시 강북구 오패산로 414, 2~4층 (번동)",한방,2025-07-29
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,365매일한방병원,한방병원,경기도,안양시 동안구,"경기도 안양시 동안구 시민대로 199, (주)신한방 평촌지구 매장1 4층, 5층 (비산동)",한방,2022-08-01
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQyIyQ5IyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz,365매일한방병원,한방병원,경기도,성남시 분당구,"경기도 성남시 분당구 성남대로916번길 5, 관보골든쇼핑스포츠빌딩 4,5층 503,504호 (야탑동)",한방,2024-02-20
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,365매일한방병원,한방병원,경기도,광주시,"경기도 광주시 광주대로 31, GA타워 6층 (경안동)",한방,2024-05-09
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz,365매일한방병원,한방병원,전라남도,목포시,전라남도 목포시 하당로 253-0 (상동),한방,2014-05-23
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz,365매일한의원,한의원,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 거마평로 24, 1층 (삼천동1가)",한방,2021-04-16
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,365메디의원,의원,서울특별시,강북구,"서울특별시 강북구 삼양로 241, 3층 (미아동)",일반의,2014-03-17
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,365메트로의원,의원,서울특별시,강남구,"서울특별시 강남구 학동로 지하102, 논현역 212호 (논현동)",일반의,2023-09-11
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,365명지약국,약국,부산광역시,강서구,"부산광역시 강서구 명지국제2로28번길 3, 108호 (명지동)",해당사항없음,2022-12-07
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNTEjJDEjJDIjJDgz,365명쾌한의원,한의원,경기도,화성시,"경기도 화성시 영통로 62, 203,204호 (반월동)",한방,2024-05-03
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,365모두한의원,한의원,대전광역시,중구,"대전광역시 중구 계백로 1711, 중도빌딩 2층 (오류동)",한방,2024-05-16
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,365목동바로치과의원,치과의원,서울특별시,양천구,"서울특별시 양천구 신월로 274, 3층 (신정동)",치과,2017-04-28
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,365문정사랑의원,의원,서울특별시,송파구,"서울특별시 송파구 송이로32길 37, 1층 (문정동, 문정푸르지오아파트)",일반의,2018-12-14
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,365문화전당약국,약국,광주광역시,동구,"광주광역시 동구 서석로 46, 1층 (광산동)",해당사항없음,2020-01-15
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,365물금약국,약국,경상남도,양산시,"경상남도 양산시 물금읍 범구로 27, 102호",해당사항없음,2024-06-07
JDU4MTI3MSM2MSMkMSMkMiMkMDMkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,365미르약국,약국,인천광역시,부평구,"인천광역시 부평구 산청로 96, 103호 (청천동)",해당사항없음,2025-06-13
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,365미소내과의원,의원,서울특별시,동작구,"서울특별시 동작구 남부순환로 2055, 2층 (사당동)",내과,2012-03-30
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,365미소약국,약국,서울특별시,은평구,"서울특별시 은평구 진관3로 11, 1층 (진관동, 은평뉴타운 힐데스하임)",해당사항없음,2019-03-04
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,365미장약국,약국,전북특별자치도,군산시,전북특별자치도 군산시 수송로 286 (미장동),해당사항없음,2023-07-26
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,365바로치과의원,치과의원,경상남도,김해시,"경상남도 김해시 장유로 270, 한양에스쇼핑 3층 302호 (부곡동)",치과,2024-02-15
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,365바로한의원,한의원,인천광역시,서구,"인천광역시 서구 고래울로 4, 3층 일부호 (가좌동)",한방,2018-12-06
JDU4MTI3MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,365바른경희한의원,한의원,경기도,성남시 중원구,"경기도 성남시 중원구 성남대로 1139, 한일타워 201호 (성남동)",한방,2019-01-29
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,365바른마음치과의원,치과의원,광주광역시,광산구,"광주광역시 광산구 첨단중앙로 110, 4층 (월계동)",치과,2024-06-19
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,365바른몸한의원,한의원,경기도,수원시 영통구,"경기도 수원시 영통구 효원로 383, 4층 402호,403호 (매탄동)",한방,2014-08-05
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,365바른본한의원,한의원,경기도,수원시 영통구,"경기도 수원시 영통구 덕영대로 1470, 망포역 플래티넘베이스 208호 (망포동)",한방,2023-02-24
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,365바른약국,약국,대전광역시,중구,"대전광역시 중구 산서로 28, 103호 (사정동)",해당사항없음,2025-04-17
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,365바른약속치과의원,치과의원,서울특별시,마포구,"서울특별시 마포구 월드컵로 134, 금수빌딩 C동 2층 (성산동)",치과,2018-07-02
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,365바른정형외과의원,의원,서울특별시,관악구,"서울특별시 관악구 은천로 37, 2층 (봉천동)",정형외과,2019-01-25
JDU4MTI3MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,365바른체경희한의원,한의원,경기도,수원시 영통구,"경기도 수원시 영통구 덕영대로 1410, 104,105,106호 (망포동, 영통아이파크캐슬1단지)",한방,2021-08-30
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,365바른치과의원,치과의원,경상남도,창원시 의창구,"경상남도 창원시 의창구 중동중앙로 103, 365주차빌딩 2층 (중동)",치과,2019-09-23
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz,365바른치과의원,치과의원,경상남도,창원시 진해구,"경상남도 창원시 진해구 장복대로 171, 다온빌딩 5층 503,504호 (자은동)",치과,2022-09-05
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,365바른치과의원,치과의원,경상남도,창원시 성산구,"경상남도 창원시 성산구 가양로124번길 4, TOP메디컬빌딩 601호~603호, 701호 (대방동)",치과,2024-11-01
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,365바른플란트치과의원,치과의원,경상남도,김해시,"경상남도 김해시 삼계중앙로 22, 5층 501호 (삼계동)",치과,2025-08-25
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzIxIyQyIyQ5IyQwMCQyNjEyMjIjODEjJDEjJDIjJDgz,365바른한의원,한의원,전북특별자치도,익산시,"전북특별자치도 익산시 선화로1길 20, 3,4층 (모현동1가)",한방,2019-08-19
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,365바른한의원,한의원,경기도,의정부시,"경기도 의정부시 청사로 45, 303호 (금오동, 플래티넘프라자)",한방,2017-05-12
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxOTYxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,365바이엘약국,약국,서울특별시,강서구,"서울특별시 강서구 화곡로 110, 1층 101호 (화곡동)",해당사항없음,2025-11-19
JDQ4MTg4MSM1MSMkMSMkOCMkMTMkMzgxNzAyIzExIyQxIyQzIyQ5MiQzNjE4MzIjNDEjJDEjJDQjJDgz,365반반한의원,한의원,서울특별시,서대문구,"서울특별시 서대문구 통일로9안길 28, 2,3층 (충정로2가)",한방,2024-11-12
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz,365밝은안과의원,의원,서울특별시,관악구,"서울특별시 관악구 신림로 350, 3층 302호 (신림동, 서원프라자, 태영아파트)",안과,2013-04-18
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,365밝은약국,약국,서울특별시,중랑구,"서울특별시 중랑구 면목로39길 8, 한성빌딩 (면목동)",해당사항없음,2009-10-19
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,365밝은약국,약국,경기도,광명시,"경기도 광명시 광명로 914-1, 1층 (광명동)",해당사항없음,2019-03-10
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,365백세드림정형외과의원,의원,서울특별시,금천구,"서울특별시 금천구 시흥대로 411, 고려인청소년회관 4층 401호 (독산동)",정형외과,2025-03-14
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNTEjJDEjJDIjJDgz,365백세부부한의원,한의원,경기도,부천시 원미구,"경기도 부천시 원미구 길주로 189, 우신빌딩 201호, 404호 (중동)",한방,2020-09-14
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,365백세약국,약국,충청북도,증평군,충청북도 증평군 증평읍 중동길 12,해당사항없음,2018-12-06
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,365백화점온누리약국,약국,서울특별시,은평구,"서울특별시 은평구 연서로 257, 1층 (불광동)",해당사항없음,2024-02-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,365벗이비인후과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 길주로 183, 303,307호 (중동, 영라이프빌딩)",이비인후과,2013-08-01
JDU4MTI3MSM1MSMkMSMkOCMkMDMkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,365베스트약국,약국,경기도,파주시,"경기도 파주시 청석로 122, 112, 113, 114호 (동패동)",해당사항없음,2025-05-30
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,365베스트치과의원,치과의원,인천광역시,부평구,"인천광역시 부평구 마장로 388, 2,3층 (청천동)",치과,2023-10-16
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,365변동매일약국,약국,대전광역시,서구,"대전광역시 서구 도산로 183, 1층 (변동)",해당사항없음,2024-04-08
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNTEjJDEjJDIjJDgz,365별빛약국,약국,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 백제대로 398, 1층 103호 (서신동)",해당사항없음,2024-05-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,365별소아청소년과의원,의원,인천광역시,서구,"인천광역시 서구 가정로 375, 3층 304호 (신현동, 금강아미움)",소아청소년과,2015-10-29
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,365별약국,약국,경기도,수원시 영통구,"경기도 수원시 영통구 광교중앙로 170, 광교 효성해링턴 타워 3층 311호 (하동)",해당사항없음,2019-08-21
JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,365병영한의원,한의원,울산광역시,중구,"울산광역시 중구 번영로 580, SkyM빌딩 3층 303호 (남외동)",한방,2018-04-16
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz,365병원,병원,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 3·15대로 686 (석전동),일반의,2010-01-18
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,365보건약국,약국,경기도,시흥시,"경기도 시흥시 정왕천로411번길 48, 102호 (정왕동)",해당사항없음,2023-06-02
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,365보배약국,약국,전라남도,순천시,"전라남도 순천시 봉화2길 99, 2층 (조례동)",해당사항없음,2019-03-04
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,365보스턴치과의원,치과의원,서울특별시,서대문구,"서울특별시 서대문구 명물길 6, 4층 (창천동)",치과,2025-03-25
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,365본맥한의원,한의원,서울특별시,성북구,"서울특별시 성북구 보국문로 51, 2층 (정릉동, 안진빌딩)",한방,2016-05-10
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,365봄날약국,약국,경기도,시흥시,"경기도 시흥시 은행고길 28, 1층 101,102호 (은행동)",해당사항없음,2023-06-27
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,365봄날한의원,한의원,대구광역시,달서구,"대구광역시 달서구 조암로 149, 201호 (대천동)",한방,2018-06-28
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,365봄연합의원,의원,서울특별시,강서구,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 227,236~240호 (등촌동)",일반의,2022-08-03
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,365봄이비인후과의원,의원,서울특별시,성북구,"서울특별시 성북구 길음로 33, A동상가동 지하1층 1호,2-1호 (길음동, 길음뉴타운8단지아파트)",이비인후과,2013-05-06
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,365봄치과의원,치과의원,경기도,부천시 원미구,"경기도 부천시 원미구 조종로 6, 일광빌딩 2층, 4층 (원미동)",치과,2013-10-04
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,365봄한의원,한의원,서울특별시,노원구,"서울특별시 노원구 동일로 1343, 동일프라자빌딩 201,202,203호 (상계동)",한방,2008-06-10
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,365봄한의원,한의원,서울특별시,은평구,"서울특별시 은평구 통일로 626, 유림빌딩 2층 (녹번동)",한방,2020-04-28
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,365부부한의원,한의원,부산광역시,기장군,"부산광역시 기장군 일광면 해빛로 17, 201호",한방,2020-08-11
JDU4MTI3MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,365부엉이한의원,한의원,경기도,광명시,"경기도 광명시 시청로 70, 2동 3층 321-324호 (철산동)",한방,2025-08-18
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,365부평프라자약국,약국,인천광역시,부평구,"인천광역시 부평구 부평문화로 57, 1층 (부평동)",해당사항없음,2021-04-26
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,365부평한의원,한의원,인천광역시,부평구,"인천광역시 부평구 시장로 53, 2층 (부평동)",한방,2022-10-07
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,365비타민약국,약국,서울특별시,송파구,"서울특별시 송파구 위례광장로 120, 상가동 1층 117호 (장지동, 위례중앙푸르지오1단지)",해당사항없음,2025-05-26
JDU4MTI3MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz,365사계절약국,약국,경기도,부천시 원미구,"경기도 부천시 원미구 부일로 730, JW TOWER 1층 일부호 (역곡동)",해당사항없음,2025-10-24
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,365사랑약국,약국,충청북도,진천군,"충청북도 진천군 덕산읍 자안로 9, 삼영프라자 113호",해당사항없음,2023-04-20
